RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.2988,1.4262,2.2871,6.8392,5.7369,48.49,89.77,1369,3.597,14.2021,6.8038,8.1204,9.972,1.5068,1.1507,33.66,34.88,2.1446,110.1135,82.0053,139.9838,0.655,0.5161,1.2187,7.7564,113.88,2009-01-29
1.2804,1.4413,2.313,6.8392,5.8216,48.83,89.83,1380,3.605,14.333,6.9158,8.3647,10.2,1.5106,1.1612,33.7,34.94,2.1446,110.9023,82.8592,140.5921,0.638,0.5084,1.2365,7.7544,113.82,2009-01-30
1.2808,1.4228,2.3262,6.847,5.8197,48.84,89.86,1390,3.613,14.496,7.0415,8.3831,10.175,1.5145,1.164,33.7,34.95,2.1446,111.3026,83.0655,141.2368,0.632,0.5026,1.2408,7.7544,113.9,2009-02-02
1.301,1.4394,2.3151,6.8399,5.7267,48.37,89.09,1394.5,3.617,14.5825,6.9201,8.2575,10.0956,1.5082,1.1419,33.72,34.93,2.1446,110.6838,82.093,141.2108,0.6476,0.5113,1.2334,7.753,113.88,2009-02-03
1.2857,1.4472,2.291,6.8335,5.7951,48.68,89.53,1378.4,3.624,14.465,6.9149,8.2768,9.98,1.5056,1.1579,33.66,34.9,2.1446,110.7198,82.4007,140.8378,0.6499,0.5117,1.2268,7.7536,113.88,2009-02-04
1.2838,1.4633,2.2966,6.8355,5.8028,48.72,91.01,1384.2,3.6121,14.318,6.8297,8.2685,9.8605,1.504,1.1654,33.66,34.95,2.1446,110.7893,82.6621,140.6154,0.6539,0.5155,1.2307,7.7528,113.85,2009-02-05
1.2874,1.4775,2.262,6.8338,5.786,48.61,91.95,1368.7,3.598,14.1777,6.7927,8.1745,9.6526,1.4952,1.1694,33.61,34.98,2.1446,110.5802,82.7244,140.028,0.6715,0.53,1.2388,7.7541,113.97,2009-02-06
1.3064,1.4936,2.2375,6.8392,5.7045,48.52,91.47,1374,3.5985,14.134,6.6179,7.9905,9.61,1.4921,1.1566,33.71,34.99,2.1446,109.8537,81.631,139.9226,0.6834,0.5442,1.219,7.752,113.97,2009-02-09
1.2966,1.4604,2.2663,6.8241,5.7461,48.68,90.65,1388,3.5865,14.3775,6.7063,8.1988,9.75,1.504,1.1535,33.95,34.97,2.1446,110.5361,82.2981,140.5537,0.6589,0.5286,1.2332,7.7515,113.88,2009-02-10
1.2893,1.4367,2.2649,6.8332,5.779,48.78,90.66,1390,3.602,14.5423,6.7646,8.3834,9.8775,1.505,1.1599,33.97,35.05,2.1446,111.0357,82.8268,140.9565,0.6549,0.526,1.2418,7.7511,113.9,2009-02-11
1.2822,1.4248,2.294,6.8345,5.8115,48.7,90.55,1394,3.6185,14.588,6.8709,8.43,10.0751,1.5118,1.1634,34.02,35.14,2.1446,111.38,83.1936,141.2313,0.6507,0.5203,1.2478,7.7519,113.92,2009-02-12
1.2879,1.4422,2.2765,6.8392,5.7859,48.58,91.84,1403.5,3.602,14.465,6.7705,8.35,9.9345,1.5077,1.1581,34.03,35.12,2.1446,111.108,83.0097,140.8578,0.6595,0.5266,1.2435,7.7528,113.95,2009-02-13
1.2571,1.4224,2.3192,6.8355,5.9277,49.6,92.17,1454.8,3.638,14.6205,7.0329,8.8196,10.25,1.5283,1.1744,34.58,35.26,2.1446,112.5959,84.4632,142.2416,0.6386,0.511,1.2606,7.7545,114.15,2009-02-17
1.2547,1.4235,2.3572,6.8378,5.9371,49.84,93.81,1459,3.657,14.653,7.0319,8.7568,10.185,1.5316,1.1813,34.63,35.36,2.1446,112.9011,84.7402,142.5568,0.6385,0.5107,1.2592,7.7551,114,2009-02-18
1.2675,1.4307,2.3554,6.8348,5.876,49.73,94.09,1480.7,3.658,14.5886,6.8926,8.727,10.0675,1.5264,1.1742,34.58,35.54,2.1446,112.6668,84.3641,142.5546,0.645,0.5123,1.259,7.7546,114.1,2009-02-19
1.269,1.4333,2.3898,6.8367,5.8731,49.71,93.87,1519.5,3.674,14.836,6.8542,8.8018,10.17,1.5356,1.1681,34.8,35.69,2.1446,112.9915,84.1993,143.5674,0.6419,0.5074,1.2543,7.7543,114.1,2009-02-20
1.2747,1.4553,2.388,6.8355,5.845,49.46,94.63,1495.5,3.653,14.86,6.827,8.7602,10.04,1.529,1.1633,34.61,35.61,2.1446,112.7207,83.9495,143.2945,0.6456,0.5102,1.2508,7.7526,114.1,2009-02-23
1.2742,1.4408,2.383,6.8368,5.8455,49.75,96.6,1516,3.663,14.835,6.8533,8.922,9.99,1.5275,1.167,34.73,35.65,2.1446,112.9826,84.2888,143.4137,0.6429,0.5099,1.2468,7.7532,114.37,2009-02-24
1.2731,1.4265,2.388,6.8369,5.8504,49.95,97.33,1515.7,3.667,14.926,6.871,8.9177,9.941,1.5294,1.1646,34.74,35.75,2.1446,113.2873,84.642,143.6145,0.6476,0.5117,1.2558,7.7533,114.8,2009-02-25
1.2764,1.4342,2.3508,6.8361,5.8349,50.32,98.55,1512.8,3.668,14.9728,6.909,8.923,9.88,1.5367,1.1647,34.84,35.92,2.1446,113.1975,84.4684,143.6579,0.6536,0.5113,1.2455,7.7541,115.1,2009-02-26
1.2662,1.4276,2.375,6.8395,5.8832,50.88,97.74,1532.8,3.705,15.088,7.0474,9.024,10.035,1.5461,1.1672,35,36.11,2.1446,113.925,85.2072,144.2923,0.6419,0.503,1.271,7.7551,114.13,2009-02-27
1.258,1.3989,2.4365,6.8438,5.9229,51.8,97.17,1570.1,3.726,15.406,7.1486,9.1955,10.5,1.5565,1.1723,35.21,36.25,2.1446,114.9457,85.9274,145.6485,0.6301,0.4926,1.2891,7.7573,114.23,2009-03-02
1.2549,1.4034,2.442,6.8413,5.9369,51.96,98.16,1551.2,3.707,15.341,7.2778,9.273,10.525,1.5526,1.1755,35.08,36.05,2.1446,114.9935,86.1995,145.3617,0.6388,0.4952,1.2937,7.7585,114.17,2009-03-03
1.2607,1.4142,2.3738,6.8432,5.9082,51.53,99.34,1550.95,3.711,15.175,7.0479,9.0759,10.36,1.5452,1.1762,35.05,36.05,2.1446,114.4655,85.7586,144.7605,0.6499,0.506,1.2768,7.7593,114.17,2009-03-04
1.2565,1.4124,2.386,6.8406,5.9305,51.6,98.32,1567.1,3.725,15.3153,7.0921,9.2863,10.6425,1.5532,1.1727,34.93,36.13,2.1446,114.8026,86.0001,145.2029,0.6408,0.5015,1.2875,7.7574,114.15,2009-03-05
1.2674,1.411,2.3735,6.8395,5.8787,51.68,97.88,1549.6,3.715,15.254,7.0612,9.2012,10.41,1.545,1.1525,34.66,36.04,2.1446,114.3764,85.5738,144.821,0.6408,0.5041,1.2865,7.7549,114.2,2009-03-06
1.2636,1.3757,2.3698,6.8398,5.8943,51.91,98.87,1541,3.715,15.3815,7.0635,9.11,10.59,1.5489,1.1634,34.81,36.13,2.1446,114.9395,86.3046,145.0803,0.6311,0.4927,1.2995,7.756,114.5,2009-03-09
1.2752,1.384,2.3472,6.841,5.8419,51.35,98.39,1501,3.69,15.2872,6.9795,8.8852,10.288,1.5346,1.154,34.58,35.94,2.1446,114.0207,85.3872,144.2539,0.6473,0.5031,1.2796,7.7554,113.9,2009-03-10
1.2774,1.378,2.3357,6.8399,5.831,50.98,97.74,1466,3.694,15.1683,6.938,8.7906,10.145,1.5315,1.1585,34.46,35.91,2.1446,113.7169,85.2831,143.6885,0.6497,0.5064,1.2808,7.7557,114.2,2009-03-11
1.2799,1.3811,2.3265,6.8383,5.8219,51.69,97.86,1494.75,3.69,14.9222,6.9605,8.7407,9.96,1.5355,1.1893,34.48,35.97,2.1446,113.7523,85.4971,143.4592,0.6473,0.514,1.2909,7.7533,114.5,2009-03-12
1.2891,1.3972,2.3125,6.838,5.7834,51.54,98.04,1481.2,3.704,14.585,6.8437,8.6372,9.9975,1.5429,1.188,34.49,35.9,2.1446,112.9962,84.8449,142.628,0.6576,0.5244,1.2752,7.7527,113.9,2009-03-13
1.2997,1.4091,2.2635,6.8381,5.7353,51.31,98.17,1435,3.661,14.101,6.7682,8.4445,9.86,1.531,1.1819,34.4,35.79,2.1446,112.053,84.4159,141.0307,0.6611,0.532,1.2723,7.7515,114.15,2009-03-16
1.2972,1.4018,2.2792,6.8369,5.7457,51.42,98.85,1415.75,3.6725,14.024,6.7717,8.5039,9.9825,1.5325,1.1826,34.21,35.81,2.1446,112.0616,84.6198,140.7554,0.6591,0.5284,1.2717,7.7519,114.15,2009-03-17
1.311,1.3974,2.3033,6.8347,5.6834,51.22,98.08,1409,3.68,14.1305,6.7332,8.3778,9.93,1.5271,1.1667,34.18,35.82,2.1446,111.843,84.1284,140.9544,0.6589,0.5285,1.2715,7.7523,114.13,2009-03-18
1.373,1.4584,2.2516,6.824,5.4273,50.21,93.85,1388.5,3.65,14.06,6.313,7.9558,9.6475,1.506,1.1184,33.9,35.34,2.1446,109.2984,80.743,139.9272,0.6927,0.5608,1.2336,7.7511,114.07,2009-03-19
1.3566,1.4435,2.25,6.8277,5.4918,50.51,96.18,1396.5,3.64,14.14,6.3795,8.1644,9.6,1.5138,1.1243,33.75,35.26,2.1446,109.9622,81.6388,140.1689,0.6892,0.5605,1.237,7.7499,113.88,2009-03-20
1.3569,1.4496,2.2709,6.8335,5.4902,50.38,97.3,1382.9,3.641,14.2725,6.3271,8.047,9.462,1.5096,1.129,33.77,35.33,2.1446,110.0181,81.6195,140.3311,0.6994,0.5694,1.2322,7.7502,113.93,2009-03-23
1.3524,1.473,2.2548,6.8294,5.5075,50.4,97.86,1378.9,3.623,14.303,6.3512,8.0927,9.4501,1.5112,1.1285,33.77,35.39,2.1446,109.9562,81.5686,140.2595,0.7017,0.5683,1.2263,7.7497,114.03,2009-03-24
1.3539,1.4585,2.2383,6.8304,5.5002,50.5,97.7,1362.2,3.626,14.221,6.5093,8.07,9.4325,1.5086,1.1239,33.82,35.42,2.1446,109.8766,81.5365,140.1178,0.7009,0.5688,1.2245,7.7497,114.03,2009-03-25
1.356,1.4497,2.2371,6.832,5.4925,50.4,98.47,1334.8,3.622,14.231,6.507,8.0113,9.3701,1.5087,1.1272,33.75,35.33,2.1446,109.9697,81.7849,139.9692,0.7022,0.5795,1.2327,7.7497,114.1,2009-03-26
1.3306,1.4325,2.2761,6.831,5.5971,50.46,97.99,1350.9,3.6125,14.315,6.6407,8.1513,9.56,1.5138,1.1435,33.76,35.35,2.1446,110.6661,82.6177,140.3885,0.6946,0.5713,1.2392,7.75,115.05,2009-03-27
1.3146,1.4148,2.3251,6.836,5.6659,51.12,97.44,1391.9,3.65,14.382,6.8243,8.3327,9.7485,1.5226,1.1532,33.76,35.56,2.1446,111.5724,83.4915,141.2477,0.6788,0.5619,1.2582,7.7497,115.1,2009-03-30
1.3261,1.43,2.3007,6.8329,5.6153,50.87,99.15,1372.3,3.643,14.21,6.7437,8.2522,9.517,1.5206,1.1395,33.87,35.44,2.1446,111.2284,83.3139,140.6948,0.6925,0.5692,1.2606,7.75,115.7,2009-03-31
1.3223,1.4402,2.286,6.8339,5.6322,50.48,98.93,1378.25,3.645,13.8882,6.7311,8.2182,9.3705,1.5215,1.1465,33.82,35.47,2.1446,110.9706,83.3934,139.9697,0.6941,0.5635,1.264,7.7501,115.88,2009-04-01
1.3458,1.47,2.24,6.834,5.5342,50.22,99.48,1329.5,3.595,13.83,6.5398,8.0222,9.1,1.498,1.1349,33.05,35.26,2.1446,109.7234,82.1269,138.8788,0.7169,0.5818,1.238,7.75,115.9,2009-04-02
1.3447,1.4801,2.2024,6.8343,5.5386,49.91,99.94,1335.5,3.5775,13.631,6.5469,7.9945,9.041,1.5065,1.1321,33.16,35.23,2.1446,109.5203,82.0865,138.4578,0.7103,0.58,1.2335,7.75,115.93,2009-04-03
1.3363,1.4712,2.2274,6.8343,5.5704,50.01,100.65,1304.5,3.555,13.65,6.5893,8.0541,9.11,1.5066,1.1388,33.1,35.27,2.1446,109.7701,82.6254,138.2601,0.7101,0.5871,1.2427,7.7499,115.72,2009-04-06
1.3282,1.4744,2.2255,6.8361,5.609,50,100.71,1317.5,3.59,13.575,6.672,8.169,9.1621,1.5102,1.1443,33.6,35.39,2.1446,109.8447,82.6579,138.3885,0.716,0.5798,1.2339,7.7501,115.7,2009-04-07
1.3288,1.4692,2.195,6.835,5.6065,50.28,99.95,1349.5,3.628,13.3625,6.6627,8.2267,9.1015,1.5172,1.1459,33.88,35.4,2.1446,109.774,82.6278,138.2658,0.711,0.5787,1.2353,7.7505,115.7,2009-04-08
1.3149,1.4623,2.1774,6.834,5.665,49.82,100.43,1316,3.604,13.1725,6.6734,8.3114,9.075,1.5158,1.1583,33.74,35.44,2.1446,109.6371,82.9339,137.5008,0.7168,0.5808,1.2273,7.7503,115.7,2009-04-09
1.3143,1.4635,2.17,6.8333,5.6679,49.78,100.3,1328,3.6135,13.1275,6.6775,8.271,9.034,1.5182,1.1575,33.78,35.39,2.1446,109.6071,82.9081,137.4676,0.7189,0.5829,1.2273,7.7503,115.7,2009-04-10
1.3354,1.4831,2.1745,6.8347,5.5783,49.77,100.12,1328.9,3.627,13.088,6.5787,8.1683,9.02,1.5148,1.1356,33.68,35.66,2.1446,109.0246,82.0552,137.3342,0.7288,0.5886,1.221,7.7505,115.7,2009-04-13
1.3277,1.4907,2.1778,6.832,5.6096,49.62,99.08,1319.5,3.585,13.0835,6.604,8.1536,9.0475,1.4967,1.1387,33.61,35.4,2.1446,108.7714,81.8412,137.0493,0.7286,0.5857,1.2093,7.7501,115.7,2009-04-14
1.3182,1.499,2.1955,6.8321,5.6508,49.55,99.37,1333,3.605,13.1685,6.7311,8.309,9.1522,1.5025,1.1453,33.78,35.4,2.1446,109.0389,82.0254,137.4114,0.7228,0.5759,1.204,7.7501,115.65,2009-04-15
1.3197,1.4909,2.1756,6.8316,5.6424,49.63,99.29,1331,3.597,13.047,6.6698,8.308,8.935,1.4967,1.1471,33.8,35.33,2.1446,108.9129,82.0755,137.0419,0.7201,0.5709,1.2062,7.7501,115.7,2009-04-16
1.303,1.4778,2.1856,6.8325,5.7164,49.8,99.21,1327,3.614,13.135,6.6945,8.4525,8.9615,1.4998,1.1674,32.99,35.45,2.1446,109.3843,82.7718,137.1419,0.7204,0.5674,1.2146,7.7501,115.85,2009-04-17
1.2903,1.4532,2.2322,6.8331,5.773,49.78,98.29,1330,3.63,13.3285,6.838,8.6763,9.082,1.5087,1.1713,33.82,35.54,2.1446,110.2285,83.5652,137.9781,0.702,0.5559,1.2338,7.7501,117,2009-04-20
1.2978,1.4688,2.239,6.8254,5.7386,50.45,98.6,1349,3.642,13.122,6.777,8.5214,8.958,1.5046,1.1654,33.85,35.53,2.1446,109.9871,83.342,137.7335,0.7095,0.5628,1.2373,7.7505,119.05,2009-04-21
1.3012,1.4496,2.2045,6.8296,5.7245,50.2,98.14,1345.5,3.643,13.1288,6.7118,8.4171,8.8706,1.5049,1.1634,33.85,35.56,2.1446,109.9061,83.2424,137.687,0.7109,0.559,1.2361,7.75,119.8,2009-04-22
1.3048,1.4635,2.2185,6.8265,5.7087,49.88,97.88,1343,3.62,13.327,6.6456,8.3676,8.993,1.5015,1.1581,33.81,35.47,2.1446,109.8145,82.8923,137.9775,0.7105,0.5579,1.2291,7.75,119.85,2009-04-23
1.3277,1.4697,2.196,6.825,5.6106,49.69,97.08,1338.2,3.583,13.2445,6.5504,8.083,8.815,1.4873,1.1368,33.69,35.34,2.1446,108.8416,81.6833,137.4455,0.722,0.5722,1.2095,7.7495,120.1,2009-04-24
1.3136,1.4678,2.1963,6.827,5.6706,50.15,96.57,1338.4,3.595,13.7072,6.6989,8.1212,8.745,1.4933,1.1472,33.72,35.42,2.1446,109.5463,82.0322,138.5992,0.7157,0.5694,1.2106,7.75,120.22,2009-04-27
1.3061,1.4607,2.206,6.8266,5.7021,50.47,96.49,1351.8,3.625,13.885,6.724,8.2068,8.718,1.4975,1.1517,33.79,35.39,2.1446,110.1316,82.556,139.214,0.7043,0.559,1.2238,7.7508,119.9,2009-04-28
1.3324,1.4802,2.1617,6.8243,5.5891,50.05,96.97,1335.7,3.585,13.575,6.5425,8.0143,8.485,1.482,1.1309,33.64,35.31,2.1446,108.8466,81.295,138.028,0.7268,0.5759,1.2008,7.7501,120,2009-04-29
1.3244,1.4799,2.1724,6.818,5.6223,49.7,98.76,1277,3.558,13.801,6.567,7.9882,8.44,1.4772,1.1402,33.06,35.23,2.1446,108.8946,81.5934,137.7025,0.7317,0.5695,1.1939,7.75,120,2009-04-30
1.3267,1.4881,2.173,6.818,5.6139,49.65,99.24,1277,3.558,13.823,6.5461,8.0405,8.435,1.481,1.1364,33.14,35.25,2.1446,108.8268,81.4327,137.7782,0.729,0.5687,1.1868,7.75,120,2009-05-01
1.3365,1.4985,2.1363,6.8223,5.5714,49.75,99.12,1267.5,3.529,13.3005,6.5,7.9155,8.34,1.4747,1.1289,32.99,35.16,2.1446,107.9573,80.8904,136.518,0.7388,0.574,1.1779,7.75,120,2009-05-04
1.3375,1.5099,2.1495,6.8185,5.568,49.22,98.76,1267.5,3.508,13.203,6.5275,7.9285,8.4045,1.4716,1.1297,33.02,35.07,2.1446,107.6589,80.7141,136.0716,0.7436,0.5821,1.1758,7.75,119.98,2009-05-05
1.3313,1.5063,2.1199,6.8176,5.5943,49.4,98.6,1272,3.531,13.1975,6.5268,7.9318,8.397,1.4715,1.1313,33.14,35.13,2.1446,107.7178,80.785,136.1068,0.7467,0.5825,1.1726,7.75,118.2,2009-05-06
1.3411,1.5019,2.1052,6.8215,5.5529,49.09,99,1257.3,3.522,13.086,6.4737,7.8438,8.3725,1.4655,1.1278,33.11,34.84,2.1446,107.3494,80.5501,135.5808,0.7579,0.5962,1.1714,7.75,117.1,2009-05-07
1.3494,1.509,2.0742,6.82,5.5199,49.13,99.01,1242.25,3.515,13.1061,6.414,7.7426,8.36,1.463,1.1202,33.01,34.84,2.1446,106.9449,80.0173,135.4063,0.7609,0.5984,1.158,7.75,117.1,2009-05-08
1.362,1.5145,2.0528,6.823,5.4687,49.44,97.45,1232.9,3.514,13.11,6.4163,7.7638,8.39,1.4612,1.1067,32.93,34.56,2.1446,106.5519,79.4936,135.2475,0.7614,0.6062,1.1591,7.75,117.05,2009-05-11
1.3638,1.524,2.0687,6.821,5.4618,49.21,96.59,1238,3.51,13.2325,6.4685,7.8138,8.467,1.4593,1.1052,32.83,34.53,2.1446,106.6217,79.4508,135.4766,0.7635,0.604,1.1671,7.75,117.35,2009-05-12
1.3612,1.5165,2.101,6.822,5.4705,49.58,95.75,1239,3.524,13.3153,6.5121,7.8751,8.505,1.4635,1.1061,32.91,34.49,2.1446,106.8147,79.4943,135.8708,0.757,0.5947,1.1686,7.75,117.6,2009-05-13
1.3608,1.5195,2.0939,6.8248,5.4725,49.65,95.62,1264,3.541,13.301,6.4851,7.8492,8.565,1.4647,1.106,32.95,34.53,2.1446,106.9376,79.543,136.0907,0.7573,0.5944,1.1726,7.7501,117.4,2009-05-14
1.3539,1.5222,2.0815,6.8225,5.4993,49.38,94.89,1252,3.547,13.2075,6.516,7.8593,8.7331,1.4683,1.1132,32.92,34.53,2.1446,106.8907,79.6794,135.7766,0.7526,0.5879,1.1756,7.7508,117.7,2009-05-15
1.3503,1.5309,2.0798,6.8265,5.5132,47.58,96.05,1260.5,3.552,13.12,6.4899,7.7879,8.613,1.4653,1.1181,32.98,34.54,2.1446,106.7623,79.6598,135.5009,0.7596,0.591,1.1656,7.7523,115,2009-05-18
1.3608,1.5501,2.0489,6.8245,5.4724,47.65,96.1,1244.5,3.528,12.953,6.4588,7.6954,8.4375,1.4616,1.1121,32.85,34.4,2.1446,106.1106,79.0944,134.791,0.7741,0.6024,1.1567,7.7517,114.98,2009-05-19
1.3765,1.567,2.0205,6.8248,5.4092,47.3,95.16,1246,3.535,12.8845,6.4046,7.5764,8.335,1.4569,1.1022,32.8,34.41,2.1446,105.4316,78.2343,134.4552,0.777,0.6095,1.1434,7.752,114.98,2009-05-20
1.3804,1.5763,2.0332,6.8245,5.3937,47.3,94.97,1245,3.527,13.0875,6.421,7.58,8.36,1.458,1.101,32.71,34.39,2.1446,105.4795,78.0464,134.851,0.7743,0.6059,1.1412,7.752,114.99,2009-05-21
1.4005,1.5892,2.0274,6.8227,5.3164,46.95,94.45,1242,3.488,13.1675,6.3325,7.4613,8.305,1.4406,1.0847,32.55,34.32,2.1446,104.772,77.0506,134.6601,0.7853,0.6215,1.1234,7.7516,114.75,2009-05-22
1.3992,1.5938,2.0221,6.8326,5.3184,47.7,94.81,1264.25,3.51,13.1335,6.3784,7.56,8.2775,1.4482,1.0833,32.63,34.44,2.1446,104.9358,77.0546,135.0476,0.7842,0.6221,1.1199,7.7521,114.8,2009-05-26
1.3924,1.6068,2.0148,6.8272,5.3449,47.61,95.01,1264.4,3.502,13.1501,6.399,7.651,8.1175,1.4505,1.0861,32.72,34.36,2.1446,104.9299,77.0275,135.0749,0.7874,0.623,1.112,7.7525,114.83,2009-05-27
1.3948,1.5956,2.0074,6.8278,5.3375,47.5,96.76,1261.8,3.51,13.23,6.4237,7.7053,8.04,1.4512,1.0838,32.63,34.38,2.1446,105.098,77.2655,135.1168,0.7861,0.6259,1.1123,7.7526,114.83,2009-05-28
