RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.KO,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SD,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VE,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B,RXI$US_N.B.AL,RXI$US_N.B.NZ,RXI_N.B.CA,RXI_N.B.HK,RXI_N.B.SL,Date
1.1104,1.5922,3.004,8.2768,6.6958,45.88,118.23,1175.6,3.8,10.837,7.4742,8.3229,7.375,1.7444,1.3904,34.3,41.67,1.6,120.0632,94.453,143.266,0.6593,0.589,1.4028,7.7987,97,2003-08-20
1.0976,1.5845,3.0125,8.2766,6.7786,45.8,117.58,1173,3.8,10.86,7.5644,8.3893,7.49,1.7385,1.4058,34.23,41.53,1.6,120.3838,94.9142,143.2714,0.6535,0.5848,1.4067,7.7988,96.79,2003-08-21
1.0871,1.5755,2.995,8.2766,6.838,45.88,117.58,1168,3.8,10.862,7.649,8.5095,7.485,1.7437,1.4181,34.21,41.37,1.6,120.7049,95.4073,143.2229,0.6506,0.5848,1.41,7.7987,96.75,2003-08-22
1.0892,1.5728,2.992,8.2768,6.82,45.9,117.43,1171,3.8,10.884,7.639,8.495,7.5116,1.7455,1.4141,34.18,41.37,1.6,120.511,95.0888,143.289,0.6513,0.583,1.3985,7.799,96.7,2003-08-25
1.0893,1.5732,2.991,8.2768,6.824,45.88,117.49,1170,3.8,10.912,7.656,8.52,7.35,1.7554,1.409,34.2,41.38,1.6,120.5053,95.003,143.4286,0.6455,0.5773,1.3933,7.7994,96.67,2003-08-26
1.0906,1.5746,2.9815,8.277,6.811,45.88,117.74,1178,3.8,10.929,7.646,8.483,7.37,1.7522,1.4099,34.13,41.25,1.6,120.6581,95.1855,143.4988,0.6406,0.5715,1.4022,7.7993,96.68,2003-08-27
1.0896,1.577,2.952,8.2772,6.8195,45.88,117.44,1179,3.8,10.977,7.6102,8.4693,7.37,1.7557,1.4125,34.19,41.14,1.6,120.6133,95.0619,143.6044,0.639,0.5695,1.3973,7.7995,96.68,2003-08-28
1.0986,1.5773,2.965,8.2772,6.7572,45.88,116.71,1175,3.8,11.06,7.5065,8.3644,7.39,1.7535,1.4005,34.12,41.12,1.6,120.182,94.3469,143.7697,0.649,0.5785,1.385,7.7995,96.85,2003-08-29
1.0872,1.574,2.975,8.2771,6.832,45.88,116.15,1178,3.8,11.028,7.588,8.4345,7.291,1.755,1.4125,34.12,41.01,1.6,120.4341,94.7376,143.7215,0.6402,0.5672,1.3876,7.7995,96.69,2003-09-02
1.0845,1.5732,2.957,8.2768,6.846,45.9,116.04,1174.3,3.8,10.948,7.597,8.4065,7.26,1.7576,1.4133,34.15,40.85,1.6,120.2665,94.6758,143.395,0.6405,0.5694,1.3816,7.7995,96.62,2003-09-03
1.0899,1.5785,2.942,8.277,6.815,45.8,116.77,1178,3.8,10.858,7.5423,8.3667,7.32,1.7573,1.4125,34.12,40.86,1.6,119.9949,94.4241,143.1395,0.6395,0.5691,1.3735,7.7994,96.4,2003-09-04
1.1073,1.5891,2.91,8.277,6.7079,45.88,117.06,1171,3.8,10.86,7.4354,8.2312,7.445,1.7575,1.389,34.12,40.72,1.6,119.4725,93.7556,142.9835,0.6468,0.5743,1.3714,7.7995,96.2,2003-09-05
1.1124,1.5858,2.923,8.277,6.679,45.85,116.48,1173,3.8,10.913,7.4185,8.204,7.5499,1.7585,1.3842,34.1,40.73,1.6,119.3769,93.5018,143.1947,0.6502,0.5782,1.371,7.7999,95.95,2003-09-08
1.119,1.5909,2.93,8.277,6.639,45.8,116.33,1170,3.8,11.0275,7.3855,8.1685,7.4525,1.7562,1.3825,34.1,40.48,1.6,119.228,93.1383,143.4687,0.658,0.5839,1.3668,7.7995,95.98,2003-09-09
1.1195,1.5897,2.906,8.277,6.6375,45.82,117.13,1170,3.8,10.9595,7.405,8.165,7.405,1.7547,1.3875,34.1,40.41,1.6,119.1946,93.2446,143.1854,0.6575,0.5816,1.3659,7.7994,96,2003-09-10
1.1186,1.5937,2.905,8.2772,6.6411,45.72,117.07,1174,3.8,10.98,7.403,8.1245,7.39,1.751,1.3865,34.1,40.81,1.6,119.2994,93.323,143.318,0.6595,0.583,1.3709,7.7995,95.68,2003-09-11
1.1307,1.6062,2.9,8.2772,6.5685,45.8,117.38,1174,3.8,10.985,7.309,8.04,7.365,1.752,1.3764,34.1,40.8,1.6,118.9056,92.7445,143.3418,0.6638,0.5833,1.363,7.7993,95.2,2003-09-12
1.1304,1.6018,2.886,8.2774,6.571,45.8,117.41,1172.9,3.8,10.9745,7.328,8.097,7.41,1.756,1.378,34.13,40.73,1.6,118.953,92.8516,143.27,0.6665,0.5862,1.366,7.7993,94.53,2003-09-15
1.1166,1.5871,2.897,8.2774,6.6529,45.9,116.27,1170,3.8,10.89,7.3908,8.145,7.5287,1.7518,1.3941,34.1,40.49,1.6,119.1234,93.2659,142.9591,0.6618,0.584,1.369,7.7996,94,2003-09-16
1.1239,1.6044,2.9225,8.2775,6.61,45.95,115.99,1172,3.8,10.915,7.294,8.062,7.3975,1.7533,1.3827,34.1,40.65,1.6,118.8813,92.8247,143.1298,0.6642,0.5813,1.3667,7.7994,94.5,2003-09-17
1.124,1.6155,2.899,8.2775,6.601,46,115.27,1171,3.8,10.905,7.2527,8.0445,7.34,1.7488,1.3843,34.11,40.48,1.6,118.6939,92.5976,143.0532,0.6659,0.5834,1.3644,7.7994,94.5,2003-09-18
1.1346,1.6315,2.91,8.2773,6.5485,45.98,113.99,1166,3.8,10.8975,7.183,7.9875,7.36,1.745,1.371,34.05,40.41,1.6,117.9536,91.6026,142.934,0.6727,0.5899,1.3469,7.7988,94.5,2003-09-19
1.1468,1.6472,2.903,8.2773,6.4745,45.77,111.95,1152,3.8,10.855,7.115,7.8875,7.2375,1.7302,1.3548,33.8,40.15,1.6,117.1956,90.8005,142.4137,0.681,0.5973,1.3474,7.7795,94.46,2003-09-22
1.1487,1.656,2.922,8.2773,6.4725,45.77,111.65,1154,3.8,10.771,7.0425,7.78,7.1606,1.7319,1.3532,33.75,40.11,1.6,117.1057,90.8079,142.1606,0.6789,0.5949,1.3561,7.7444,95,2003-09-23
1.1472,1.6558,2.913,8.277,6.476,45.88,111.7,1150.5,3.8,10.802,7.0069,7.7445,7.1363,1.7355,1.3547,33.78,40.08,1.6,117.1437,90.816,142.2465,0.6784,0.595,1.3543,7.76,95.43,2003-09-24
1.1484,1.6587,2.932,8.2771,6.469,45.88,111.86,1152,3.8,10.831,7.025,7.7495,7.09,1.7348,1.3463,33.72,40.09,1.6,117.0773,90.6434,142.3925,0.6796,0.594,1.3477,7.76,95.55,2003-09-25
1.1482,1.6597,2.9325,8.2773,6.47,45.77,111.8,1150,3.8,10.9375,7.064,7.8017,7.1885,1.7295,1.344,33.78,40.15,1.6,117.2936,90.8005,142.6752,0.6745,0.5879,1.3547,7.751,94.8,2003-09-26
1.1578,1.6642,2.936,8.277,6.416,45.85,111.07,1150.6,3.8,11.04,7,7.704,7.14,1.7305,1.3312,33.78,40.08,1.6,117.0972,90.3662,142.9669,0.6745,0.591,1.3552,7.753,94.52,2003-09-29
1.165,1.662,2.928,8.2771,6.3729,45.78,111.43,1150.2,3.8,11.0025,7.0557,7.7502,6.9575,1.7305,1.3208,33.78,40.05,1.6,116.8743,90.1292,142.8174,0.6797,0.595,1.3507,7.7445,94.46,2003-09-30
1.1708,1.6667,2.906,8.2771,6.345,45.7,110.61,1151.9,3.8,10.969,7.02,7.7285,6.915,1.728,1.3148,33.83,39.74,1.6,116.535,89.7463,142.6324,0.683,0.5981,1.3481,7.7395,94.57,2003-10-01
1.1717,1.675,2.896,8.2771,6.338,45.43,110.59,1150,3.8,11.1575,6.9725,7.67,6.8475,1.7263,1.314,33.78,39.6,1.6,116.4977,89.4705,143.0565,0.6846,0.5992,1.3388,7.731,94.64,2003-10-02
1.1596,1.663,2.886,8.277,6.4105,45.33,110.9,1148,3.8,11.245,7.0802,7.7685,6.915,1.727,1.3353,33.75,39.6,1.6,116.9497,90.0322,143.2035,0.6814,0.5935,1.3418,7.711,94.7,2003-10-03
1.1706,1.6742,2.876,8.277,6.346,45.49,110.81,1151.5,3.8,11.215,6.9795,7.65,6.95,1.7248,1.3215,33.78,39.63,1.6,116.6222,89.5953,143.1538,0.6848,0.5941,1.3413,7.7085,94.67,2003-10-06
1.1784,1.6628,2.864,8.277,6.3065,45.33,109.81,1149,3.8,11.3175,6.9825,7.6175,6.864,1.7214,1.314,33.78,39.39,1.6,116.2801,89.0165,143.3385,0.6908,0.598,1.3295,7.7125,94.52,2003-10-07
1.1805,1.6598,2.8525,8.277,6.292,45.43,109.55,1150,3.8,11.262,6.973,7.597,6.88,1.7238,1.3127,33.79,39.24,1.6,116.201,89.0044,143.1479,0.6903,0.5973,1.3332,7.7345,94.55,2003-10-08
1.1695,1.6609,2.835,8.277,6.357,45.29,109.34,1148.7,3.8,11.24,7.038,7.686,6.965,1.7234,1.3239,33.73,39.15,1.6,116.4401,89.441,142.9577,0.688,0.5985,1.3401,7.7285,94.55,2003-10-09
1.1812,1.6654,2.8415,8.277,6.293,45.42,108.57,1146,3.8,11.175,6.9715,7.635,6.9775,1.722,1.3112,33.72,39.09,1.6,115.7389,88.5637,142.7452,0.6916,0.5993,1.321,7.7325,94.49,2003-10-10
1.1724,1.6737,2.835,8.2767,6.3385,45.66,109.29,1175,3.8,11.237,7.05,7.6475,6.96,1.7384,1.32,33.9,40.1,1.6,116.2784,88.9383,143.4839,0.6889,0.5957,1.3234,7.7495,94.52,2003-10-14
1.1652,1.6698,2.827,8.2767,6.376,45.7,109.56,1170.5,3.8,11.198,7.0925,7.689,7.01,1.7407,1.3285,33.85,39.87,1.6,116.4097,89.2297,143.2794,0.6898,0.5946,1.3243,7.7424,94.5,2003-10-15
1.1665,1.676,2.845,8.2776,6.3765,45.33,109.36,1174.9,3.8,11.255,7.087,7.698,7.01,1.7365,1.3278,33.82,39.83,1.6,116.2986,88.9666,143.4842,0.6912,0.5947,1.3162,7.7415,94.52,2003-10-16
1.163,1.6721,2.866,8.2766,6.387,45.33,109.57,1179,3.8,11.253,7.105,7.723,7.205,1.7391,1.3347,33.92,39.95,1.6,116.4339,89.0929,143.6073,0.6918,0.5957,1.3145,7.7445,94.46,2003-10-17
1.1671,1.6749,2.878,8.2766,6.37,45.36,110.22,1182,3.8,11.175,7.112,7.7676,7.1875,1.7442,1.3303,33.9,39.97,1.6,116.445,89.1834,143.4633,0.6935,0.5969,1.32,7.7495,94.5,2003-10-20
1.1676,1.6746,2.87,8.2765,6.3676,45.33,109.69,1182,3.8,11.1475,7.0944,7.7315,7.13,1.7435,1.3296,34.05,40.02,1.6,116.2853,88.9799,143.4226,0.6996,0.6023,1.316,7.753,94.45,2003-10-21
1.1805,1.6935,2.862,8.2766,6.295,45.35,108.95,1182,3.8,11.246,6.967,7.625,6.99,1.7363,1.3142,33.95,39.95,1.6,115.7647,88.1259,143.6614,0.7067,0.607,1.3043,7.752,94.45,2003-10-22
1.1795,1.6943,2.87,8.2766,6.299,45.33,109.59,1190,3.8,11.188,6.993,7.674,6.99,1.7444,1.3124,33.95,39.89,1.6,115.9209,88.3651,143.6218,0.6999,0.6093,1.3087,7.753,94.4,2003-10-23
1.1833,1.6972,2.867,8.2768,6.281,45.32,109.23,1186,3.8,11.177,6.9825,7.6753,6.905,1.7415,1.3067,33.95,39.92,1.6,115.7417,88.1548,143.5427,0.7009,0.6102,1.3072,7.7536,94.4,2003-10-24
1.1762,1.6952,2.871,8.2767,6.323,45.4,108.38,1183,3.8,11.1195,7.023,7.725,6.88,1.743,1.3159,33.95,39.99,1.6,115.8032,88.3058,143.4168,0.7038,0.6097,1.3107,7.7541,94.45,2003-10-27
1.1689,1.6956,2.8625,8.2766,6.3594,45.31,108.33,1186,3.8,11.067,7.0364,7.7478,6.95,1.7455,1.3287,33.95,39.98,1.6,115.904,88.5118,143.2923,0.7051,0.612,1.3108,7.7578,94.62,2003-10-28
1.1673,1.6988,2.854,8.2766,6.367,45.36,108.18,1179,3.8,11.15,7.0534,7.7181,6.92,1.7362,1.3293,33.95,39.95,1.6,115.917,88.4885,143.3723,0.7047,0.6124,1.3098,7.7595,94.62,2003-10-29
1.1694,1.7025,2.853,8.2767,6.356,45.35,108.27,1177,3.8,11.103,7.024,7.718,6.87,1.7337,1.325,33.96,39.92,1.6,115.7607,88.3559,143.2048,0.7075,0.6132,1.3069,7.7625,94.95,2003-10-30
1.1609,1.6956,2.8645,8.2766,6.4035,45.33,110.1,1184,3.8,11.055,7.091,7.814,6.895,1.74,1.3382,33.98,39.95,1.6,116.3592,89.2009,143.1983,0.7077,0.6118,1.3195,7.7684,94.78,2003-10-31
1.1454,1.6786,2.855,8.2766,6.49,45.32,111.2,1186,3.8,10.986,7.185,7.915,6.909,1.7457,1.3607,34.02,39.96,1.6,117.0192,90.2218,143.0306,0.6986,0.609,1.3323,7.7673,94.66,2003-11-03
1.1497,1.6802,2.857,8.2767,6.466,45.31,109.6,1186,3.8,10.993,7.182,7.855,6.9175,1.744,1.3593,34,39.94,1.6,116.7277,89.8163,143.0168,0.7017,0.6112,1.3321,7.7677,95.25,2003-11-04
1.1473,1.678,2.861,8.2767,6.4825,45.34,109.91,1187,3.8,11.0015,7.185,7.8675,6.9272,1.7415,1.3653,34.06,39.88,1.6,116.8057,89.9121,143.0446,0.71,0.618,1.3312,7.7685,95.5,2003-11-05
1.1417,1.6693,2.883,8.2769,6.5135,45.3,110.15,1181,3.8,10.9955,7.224,7.8865,6.99,1.7401,1.3737,34,39.95,1.6,117.0385,90.2727,142.9862,0.7075,0.6136,1.3362,7.769,95.4,2003-11-06
1.1505,1.6708,2.867,8.277,6.462,45.33,109.29,1180,3.8,10.9785,7.159,7.7987,6.97,1.7395,1.3635,34,39.95,1.6,116.5149,89.5938,142.8679,0.7092,0.6161,1.3237,7.7692,95.08,2003-11-07
1.1515,1.6737,2.885,8.277,6.4575,45.33,107.98,1175,3.8,11.015,7.1425,7.7875,6.945,1.7335,1.3662,33.95,39.91,1.6,116.1584,89.0636,142.9194,0.7167,0.6216,1.3108,7.7475,95.2,2003-11-10
1.1647,1.677,2.919,8.277,6.386,45.36,108.55,1173,3.8,11.065,7.0295,7.7,6.86,1.729,1.3473,34,39.99,1.6,115.8668,88.5249,143.166,0.718,0.6265,1.3007,7.7623,96,2003-11-12
1.1711,1.688,2.9375,8.277,6.355,45.39,108.33,1171,3.8,11.17,7.0025,7.6475,6.72,1.725,1.3425,34,39.91,1.6,115.7689,88.2299,143.4709,0.7196,0.6297,1.3,7.7618,96.2,2003-11-13
1.1743,1.6841,2.948,8.277,6.337,45.44,108.43,1171.3,3.8,11.1425,6.9892,7.6279,6.704,1.721,1.3333,34,39.92,1.6,115.7376,88.2347,143.3768,0.7179,0.6297,1.3034,7.755,96.6,2003-11-14
1.1744,1.6885,2.9485,8.2769,6.3341,45.55,108.98,1183,3.8,11.18,6.9874,7.6407,6.7346,1.727,1.3245,34.01,39.95,1.6,116.0503,88.526,143.6616,0.7105,0.6257,1.3143,7.764,96.8,2003-11-17
1.1893,1.6998,2.948,8.2767,6.253,45.62,108.11,1181,3.8,11.1675,6.893,7.54,6.6275,1.719,1.3055,34,39.96,1.6,115.3724,87.6266,143.5659,0.7212,0.6339,1.3025,7.758,97.25,2003-11-18
1.1909,1.6982,2.945,8.2767,6.244,45.63,109.06,1178,3.8,11.1975,6.8565,7.5385,6.615,1.7132,1.3032,34,39.93,1.6,115.476,87.7625,143.5831,0.7229,0.6385,1.304,7.76,95.85,2003-11-19
1.1895,1.7024,2.9465,8.2769,6.246,45.78,108.99,1191.9,3.8,11.1875,6.867,7.549,6.57,1.7183,1.302,34.03,39.91,1.6,115.5291,87.7469,143.7584,0.7238,0.6425,1.3031,7.7615,95.7,2003-11-20
1.1913,1.7025,2.924,8.277,6.2435,45.75,108.87,1195.7,3.8,11.2035,6.851,7.52,6.525,1.72,1.2985,34.05,39.95,1.6,115.5113,87.6937,143.8139,0.7227,0.6406,1.3042,7.764,96,2003-11-21
1.1768,1.695,2.919,8.2771,6.3205,45.88,109.39,1207,3.8,11.3125,6.9368,7.622,6.5651,1.722,1.3198,34.06,39.92,1.6,116.3134,88.5984,144.2361,0.7176,0.6379,1.321,7.7675,96,2003-11-24
1.1785,1.6983,2.937,8.277,6.31,45.95,109.72,1203,3.8,11.337,6.924,7.6125,6.56,1.7215,1.3172,34.1,39.93,1.6,116.2203,88.4287,144.3128,0.7186,0.6371,1.3135,7.769,97,2003-11-25
1.1918,1.709,2.945,8.2772,6.24,45.88,109.11,1203,3.8,11.3625,6.859,7.578,6.46,1.723,1.299,34.17,39.92,1.6,115.7464,87.7066,144.4311,0.7237,0.6418,1.3045,7.7675,96.85,2003-11-26
1.1995,1.7219,2.945,8.277,6.206,45.82,109.53,1202.1,3.8,11.395,6.824,7.551,6.369,1.724,1.2917,34.2,39.95,1.6,115.5239,87.3515,144.5207,0.7236,0.6395,1.2973,7.766,96.85,2003-11-28
1.1956,1.7209,2.9315,8.2772,6.224,45.77,109.61,1200,3.8,11.4063,6.8285,7.542,6.3895,1.7243,1.3003,34.15,39.93,1.6,115.6583,87.5723,144.454,0.7265,0.6438,1.3023,7.767,96.4,2003-12-01
1.2084,1.7291,2.93,8.2772,6.1625,45.7,108.82,1195.5,3.8,11.36,6.76,7.46,6.3463,1.7205,1.2875,34.15,39.93,1.6,115.1343,86.9644,144.216,0.7318,0.6466,1.2988,7.7628,96.35,2003-12-02
1.2093,1.7248,2.931,8.2771,6.154,45.63,108.17,1196,3.8,11.259,6.7145,7.419,6.265,1.7188,1.2888,34.1,39.93,1.6,114.9455,86.8671,143.8899,0.7358,0.6486,1.3,7.7641,96.38,2003-12-03
1.2077,1.72,2.943,8.277,6.161,45.66,108.19,1192,3.8,11.229,6.695,7.43,6.2601,1.715,1.2906,34.1,39.91,1.6,115.1428,87.1943,143.786,0.7336,0.6452,1.3125,7.767,96.5,2003-12-04
1.2157,1.727,2.94,8.2769,6.121,45.66,107.78,1191,3.8,11.205,6.6515,7.3635,6.31,1.7145,1.2755,34.11,39.92,1.6,114.7479,86.6909,143.6956,0.7358,0.6448,1.3045,7.7635,96.5,2003-12-05
1.2217,1.7334,2.945,8.2771,6.093,45.55,107.23,1187,3.8,11.24,6.65,7.314,6.475,1.7122,1.2663,34.05,39.9,1.597,114.4301,86.2331,143.7294,0.7402,0.6473,1.2967,7.7647,96.5,2003-12-08
1.2229,1.743,2.9355,8.2771,6.088,45.55,107.3,1186,3.8,11.1725,6.644,7.305,6.4075,1.7135,1.2664,34.03,39.8,1.6,114.4559,86.4179,143.4334,0.7398,0.6463,1.3092,7.764,96.7,2003-12-09
1.2215,1.7446,2.945,8.277,6.0927,45.55,108.4,1186,3.8,11.226,6.6663,7.3446,6.515,1.715,1.2657,34.04,39.82,1.6,114.6535,86.5957,143.6245,0.7398,0.6485,1.3078,7.7642,96.5,2003-12-10
1.2164,1.7445,2.945,8.2771,6.1153,45.55,108.23,1187.8,3.8,11.173,6.7193,7.3848,6.4026,1.7164,1.2758,34.03,39.79,1.6,114.9749,87.1189,143.4743,0.7355,0.6445,1.3272,7.766,96.7,2003-12-11
1.2284,1.7466,2.944,8.2771,6.055,45.55,107.73,1185.1,3.8,11.24,6.664,7.302,6.36,1.71,1.2628,34.03,39.63,1.6,114.5215,86.4351,143.5798,0.7425,0.6482,1.315,7.7635,96.5,2003-12-12
1.229,1.745,2.922,8.2772,6.054,45.55,107.52,1183,3.8,11.294,6.693,7.342,6.32,1.71,1.2635,34.03,39.73,1.6,114.5004,86.365,143.6609,0.7429,0.6486,1.3129,7.7635,96.45,2003-12-15
1.2328,1.751,2.9375,8.2771,6.0375,45.5,107.6,1192,3.8,11.292,6.675,7.3275,6.375,1.7059,1.2595,34.02,39.64,1.6,114.5208,86.3557,143.7354,0.7436,0.6506,1.3185,7.763,96.35,2003-12-16
1.2381,1.7615,2.936,8.2769,6.0125,45.55,107.42,1188.7,3.8,11.27,6.7125,7.285,6.53,1.709,1.2553,34.02,39.68,1.6,114.437,86.2687,143.6775,0.7408,0.6481,1.325,7.7637,96.3,2003-12-17
1.2376,1.7673,2.933,8.2765,6.0152,45.5,107.92,1189,3.8,11.208,6.7545,7.338,6.67,1.7084,1.2555,34.05,39.68,1.6,114.4984,86.4428,143.5011,0.7374,0.645,1.3295,7.7654,96.14,2003-12-18
1.238,1.7675,2.93,8.277,6.006,45.54,107.94,1194,3.8,11.2325,6.711,7.326,6.925,1.7095,1.2565,34.05,39.65,1.6,114.6869,86.6504,143.6081,0.7365,0.644,1.3405,7.7651,96.05,2003-12-19
1.2415,1.7635,2.925,8.2769,5.9935,45.52,107.4,1195,3.8,11.271,6.717,7.325,6.935,1.7096,1.254,34.05,39.65,1.6,114.5027,86.3381,143.7204,0.734,0.6425,1.332,7.7641,96.06,2003-12-22
1.2406,1.765,2.91,8.2769,6.0005,45.52,107.44,1196,3.8,11.275,6.757,7.315,6.904,1.7078,1.2583,34.05,39.62,1.6,114.3991,86.2104,143.689,0.7361,0.641,1.3244,7.7637,96.17,2003-12-23
1.2464,1.7748,2.914,8.277,5.973,45.5,107.29,1200,3.8,11.2763,6.75,7.298,6.695,1.706,1.2466,34.05,39.66,1.6,114.0402,85.6973,143.722,0.743,0.6475,1.3109,7.7665,96.16,2003-12-24
1.2441,1.7725,2.9,8.2768,5.978,45.5,107.18,1199.9,3.8,11.227,6.781,7.32,6.72,1.7045,1.2523,34.05,39.58,1.6,113.9706,85.6826,143.559,0.7415,0.6481,1.3067,7.7655,96.2,2003-12-26
1.2485,1.7705,2.87,8.2769,5.983,45.66,106.93,1198,3.8,11.235,6.749,7.27,6.731,1.7024,1.2493,34.06,39.65,1.6,113.8937,85.5996,143.5125,0.7422,0.6487,1.3103,7.7635,96.45,2003-12-29
1.2521,1.7786,2.899,8.2767,5.9475,45.57,107,1197.4,3.8,11.199,6.7235,7.262,6.5875,1.7034,1.2452,34.03,39.66,1.6,113.6623,85.3331,143.4064,0.7482,0.6535,1.3036,7.7645,96.93,2003-12-30
1.2597,1.7842,2.895,8.2767,5.915,45.55,107.13,1192,3.8,11.242,6.666,7.195,6.7,1.699,1.238,33.99,39.63,1.6,113.349,84.8885,143.432,0.752,0.6557,1.2923,7.764,96.8,2003-12-31
1.2592,1.7902,2.884,8.2769,5.9141,45.68,106.95,1195.1,3.8,11.095,6.659,7.1903,6.565,1.7022,1.239,33.98,39.54,1.6,113.135,84.7872,143.0497,0.7576,0.6588,1.29,7.7645,97.45,2004-01-02
1.2679,1.8085,2.858,8.277,5.8736,45.6,106.1,1192.1,3.8,11.0011,6.6586,7.1671,6.36,1.698,1.2322,33.9,39.32,1.6,112.4919,84.1426,142.5445,0.7682,0.6717,1.2803,7.7635,97.53,2004-01-05
1.2773,1.8245,2.8575,8.2771,5.8317,45.66,106.2,1186,3.8,10.968,6.6985,7.1347,6.5025,1.6985,1.2272,33.8,39.13,1.6,112.2254,83.899,142.2908,0.7702,0.6717,1.2824,7.7633,98.15,2004-01-06
1.2665,1.8193,2.869,8.2772,5.883,45.53,106.19,1187,3.8,10.914,6.809,7.18,6.5875,1.6968,1.2385,33.82,39.03,1.6,112.4922,84.3206,142.2082,0.7685,0.6717,1.2884,7.7638,98,2004-01-07
1.2772,1.8338,2.85,8.2772,5.8315,45.55,106.17,1182.5,3.8,10.88,6.8115,7.138,6.63,1.6942,1.2253,33.8,39,1.6,112.017,83.7743,141.9675,0.7755,0.6761,1.279,7.7635,97.9,2004-01-08
1.2853,1.8472,2.845,8.277,5.796,45.48,106.54,1181.7,3.8,10.845,6.718,7.085,6.7608,1.6925,1.219,33.75,39,1.6,111.6571,83.3617,141.7842,0.7777,0.6821,1.269,7.7633,97.78,2004-01-09
1.2802,1.8511,2.807,8.277,5.8185,45.44,106.48,1175,3.8,10.805,6.731,7.126,6.931,1.6916,1.2225,33.68,38.891,1.6,111.6858,83.5556,141.4927,0.7788,0.6842,1.2735,7.7632,98.4,2004-01-12
1.2735,1.8432,2.81,8.2768,5.8487,45.44,106.25,1181,3.8,10.842,6.7216,7.1761,6.92,1.6942,1.2262,33.66,38.96,1.6,111.8734,83.715,141.6944,0.7772,0.6825,1.2729,7.7644,98.03,2004-01-13
1.2726,1.8409,2.8215,8.2768,5.8557,45.42,106.06,1180.3,3.8,10.82,6.716,7.2175,7.1,1.6945,1.2268,33.68,38.96,1.6,112.0766,84.0025,141.6957,0.7779,0.683,1.2866,7.7642,97.95,2004-01-14
1.2588,1.8205,2.81,8.2767,5.921,45.44,106.1,1187,3.8,10.857,6.826,7.291,7.29,1.6953,1.2422,33.67,39.04,1.6,112.6413,84.7224,141.8513,0.7702,0.673,1.299,7.7635,97.95,2004-01-15
1.2395,1.7996,2.825,8.2767,6.0115,45.45,106.87,1186.2,3.8,10.833,6.9536,7.4085,7.305,1.702,1.2659,33.68,39.11,1.6,113.1295,85.4291,141.8324,0.7663,0.6664,1.2975,7.7665,98.25,2004-01-16
1.2584,1.8187,2.838,8.277,5.9225,45.43,107.17,1190,3.8,10.855,6.852,7.288,7.115,1.707,1.2468,33.68,39.1,1.6,112.6466,84.6504,142.0006,0.7691,0.6673,1.2861,7.77,98.75,2004-01-20
1.2617,1.8295,2.846,8.2771,5.902,45.43,106.84,1189,3.8,10.94,6.794,7.216,7.1401,1.6984,1.2426,33.68,39.1,1.6,112.8014,84.7594,142.2095,0.7733,0.6708,1.3018,7.7675,98.95,2004-01-21
1.2717,1.8446,2.844,8.2771,5.858,45.43,106.08,1189,3.8,11.001,6.7705,7.169,7.095,1.692,1.2338,33.64,39.05,1.6,112.469,84.2164,142.3434,0.7791,0.6769,1.297,7.7663,98.33,2004-01-22
1.261,1.8203,2.844,8.2771,5.9095,45.43,106.21,1185,3.8,10.93,6.8282,7.257,7.158,1.6957,1.243,33.63,39.15,1.6,112.8974,84.9288,142.1479,0.7714,0.6722,1.3115,7.7665,98.65,2004-01-23
1.2552,1.82,2.843,8.2771,5.9345,45.36,106.15,1181,3.8,10.934,6.864,7.308,7.1926,1.6943,1.2484,33.73,39.32,1.6,113.0387,85.1039,142.1971,0.773,0.6727,1.313,7.767,98.2,2004-01-26
1.2643,1.8277,2.865,8.2771,5.893,45.38,105.56,1180,3.8,10.88,6.813,7.245,7.08,1.695,1.2389,33.51,39.13,1.6,112.5741,84.5571,141.9821,0.7805,0.6795,1.3048,7.7644,97.5,2004-01-27
1.262,1.837,2.88,8.2771,5.898,45.36,105.52,1172,3.8,10.897,6.9197,7.249,6.92,1.6914,1.243,33.33,39.12,1.6,112.8143,84.9154,141.9514,0.7788,0.6785,1.3218,7.768,97.6,2004-01-28
1.2389,1.8112,2.945,8.277,6.02,45.29,106.09,1173,3.8,11.0973,7.073,7.41,7.0735,1.7035,1.2621,33.36,39.28,1.6,113.9034,86.02,142.7906,0.7585,0.6673,1.334,7.775,97.48,2004-01-29
1.2452,1.8215,2.924,8.2768,5.982,45.32,105.84,1174,3.8,11.012,7.0161,7.412,7.07,1.6936,1.2593,33.39,39.25,1.6,113.498,85.6256,142.4464,0.7625,0.6705,1.3265,7.7775,97.33,2004-01-30
1.2426,1.8182,2.9525,8.277,5.997,45.3,105.59,1171,3.8,10.97,6.9836,7.3927,7.05,1.6942,1.2628,33.36,39.24,1.6,113.6595,85.9167,142.3346,0.7566,0.6723,1.3385,7.7767,97.33,2004-02-02
